Area1,Area2,Area3,Area4,Area5,Area6,Climb,Climb_Type,Grade,Pitches,Commitment,Route_type,Height,Quality,Danger,FA,Description,Protection
California,Bishop,Volcanic Tablelands,Happies,Safe Surfer Boulder,,Froz,boulder,7,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Safe Surfer Boulder,,Safesurfer,boulder,3,,,,,3,0,,One tough move at the start then easy finish.  Fun,
California,Bishop,Volcanic Tablelands,Happies,Savannah Boulder,,Ketron Classic,boulder,4,,,,,4,0,,Beautiful movement on diverse holds combine for a stellar route.  ,
California,Bishop,Volcanic Tablelands,Happies,Savannah Boulder,,Savannah,boulder,4,,,,,1,0,,Simple traverse.  Very easy for its grade.,
California,Bishop,Volcanic Tablelands,Happies,Savannah Boulder,,Kling and Smirk,boulder,2,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Savannah Boulder,,Marty Lewis's Ever-Changing Hair,boulder,2,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Savannah Boulder,,Margo's Arete,boulder,B,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Savannah Boulder,,Echo,boulder,0,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Savannah Boulder,,Dumb,boulder,0,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Savannah Boulder,,Beat It,boulder,3,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Savannah Boulder,,Duck Soup,boulder,0,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Secret Arete Boulder,,Rio's Secret Arete,boulder,3,,,,,4,1,,"Tough first move, balancey and dynamic finish.  Sweet line",
California,Bishop,Volcanic Tablelands,Happies,Secret Arete Boulder,,Rio's Arete Right Side,boulder,2,,,,,3,1,,"Neat climb, spooky finish",
California,Bishop,Volcanic Tablelands,Happies,Serengeti Boulder,,Aerial Surveillance,boulder,0,,,,,2,1,,,
California,Bishop,Volcanic Tablelands,Happies,Serengeti Boulder,,Incoming,boulder,0,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Serengeti Boulder,,Crash Dive,boulder,0,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Happies,Serengeti Boulder,,Durban Poison,boulder,0,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Serengeti Boulder,,I Killed a Man Who Looked Like Me,boulder,1,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Happies,Serengeti Boulder,,Weasel Robbers,boulder,1,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Serengeti Boulder,,You're A Disc Jockey: What's That?,boulder,0,,,,,1,0,,,
California,Bishop,Volcanic Tablelands,Happies,Serengeti Boulder,,Elephant Graveyard,boulder,0,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Serengeti Boulder,,Serengeti,boulder,5,,,,,3,0,,"With a close and tight heel, this line climbs well.  Still annoying the distinction now, mildly contrived.",
California,Bishop,Volcanic Tablelands,Happies,Serengeti Boulder,,The Flying Zebra,boulder,4,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Happies,Serengeti Boulder,,Sentimental African,boulder,0,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Happies,Serengeti Boulder,,Spear Mint,boulder,0,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Happies,Shadow Play Boulder,,Silence So Red,boulder,0,,,,,2,1,,,
California,Bishop,Volcanic Tablelands,Happies,Shadow Play Boulder,,Althea,boulder,0,,,,,3,1,,,
California,Bishop,Volcanic Tablelands,Happies,Shadow Play Boulder,,Brilliant Trees,boulder,3,,,,,2,1,,,
California,Bishop,Volcanic Tablelands,Happies,Sixty Foot Woman Wall,,Sixty Foot Woman Traverse,boulder,2,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Happies,Slap Happy Boulder,,Slap Happy,boulder,3,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Slap Happy Boulder,,Impulse Control,boulder,4,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Slap Happy Boulder,,Pirate Booty,boulder,3,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Slap Happy Boulder,,Control Technique,boulder,6,,,,,2,0,,"Make the tough, obnoxious start to Pirate Booty then without using the good holds on the lip follow the line for Impusle Control.",
California,Bishop,Volcanic Tablelands,Happies,Slight Inducement Boulder,,Slight Inducement,boulder,1,,,,,4,0,,A stellar warmup on cool overhanging features,
California,Bishop,Volcanic Tablelands,Happies,Slight Inducement Boulder,,Future Planet of Style,boulder,0,,,,,1,0,,Climbed incorrectly but follows poor holds,
California,Bishop,Volcanic Tablelands,Happies,Slight Inducement Boulder,,Don't Box Me In,boulder,1,,,,,2,0,,Climbed incorrectly.,
California,Bishop,Volcanic Tablelands,Happies,Slight Inducement Boulder,,Amphibian/Junkyard,boulder,0,,,,,2,0,,Climbed incorrectly but is good,
California,Bishop,Volcanic Tablelands,Happies,Slight Inducement Boulder,,Secret to Success,boulder,2,,,,,3,0,,Climbed incorrectly but would be cool,
California,Bishop,Volcanic Tablelands,Happies,Slight Inducement Boulder,,Slight Inducement Right,boulder,2,,,,,3,0,,Hard but neat.  Not personally psyched but can see it's good.,
California,Bishop,Volcanic Tablelands,Happies,Slow Dance Cave,,Rave,boulder,7,,,,,2,0,,"Finally climbed it from the correct start, waaaayyyy down there with a dropknee underneath the boulder.  Cool footwork for that.  Botched the final move Sooooo many times.",
California,Bishop,Volcanic Tablelands,Happies,Slow Dance Cave,,Weekender,boulder,4,,,,,3,1,,Interesting traversing on jugs followed by an optional maze-like topout.,
California,Bishop,Volcanic Tablelands,Happies,Slow Dance Cave,,Last Dance,boulder,9,,,,,3,0,,"Climbed it lazily, making a larger dyno to skip half the holds.  Want to go back for the true line.",
California,Bishop,Volcanic Tablelands,Happies,Slow Dance Cave,,Standing Kill Order,boulder,10,,,,,4,0,,Neat and tricky toehook move followed by some powerful compression.  Repeated that day,
California,Bishop,Volcanic Tablelands,Happies,Slow Dance Cave,,Kill On Sight,boulder,11,,,,,4,0,,First v11! Doesn't add much to the stand minus a little pump so it could be soft.  Would've been single session had I not been thrashed the day before.  YEWWWW,
California,Bishop,Volcanic Tablelands,Happies,Solarium Boulder,,Beam Me Up Scottie,boulder,2,,,,,2,0,,Straightforward 2.  Decent holds.,
California,Bishop,Volcanic Tablelands,Happies,Solarium Boulder,,Solarium,boulder,4,,,,,4,0,,Classic route on great shallow pockets with a reachy finish.,
California,Bishop,Volcanic Tablelands,Happies,Solarium Boulder,,Redrum,boulder,7,,,,,3,0,,Finally!! And felt easier than it has previously.  Will really need to try to repeat to see where I feel this lands itself gradewise.,
California,Bishop,Volcanic Tablelands,Happies,Soweto Boulder,,Burning Rubber Necklace,boulder,4,,,,,3,0,,"A great traverse.  Tough, almost sandbagged but there's enough options.",
California,Bishop,Volcanic Tablelands,Happies,Sunburst Boulder,,Sunburst Seahorse,boulder,2,,,,,3,0,,Really cool overhung/cave climbing on big holds.  Tricky topout,
California,Bishop,Volcanic Tablelands,Happies,Sunburst Boulder,,Lack Luster,boulder,0,,,,,3,0,,"Big holds, not truly lack luster",
California,Bishop,Volcanic Tablelands,Happies,Sunburst Boulder,,Spectral Morning,boulder,1,,,,,#N/A,0,,Dabby and easy to break holds; holds might be missing the first few moves are TOUGH.  Decent top.  Hold quality only bad in the cave,
California,Bishop,Volcanic Tablelands,Happies,The Get Around Boulder,,You Can't Get Around Getting Around,boulder,0,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,The Get Around Boulder,,Chrysler Crack,boulder,B,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Happies,Therapy Roof,,Therapy,boulder,8,,,,,3,0,,"One tough move.  Cool roof climb, not hard on the body",
California,Bishop,Volcanic Tablelands,Happies,Therapy Roof,,He Got Game Right,boulder,11,,,,,4,0,,First true v11 (personal upgrade since it's post-break).  Big tough movement along the overhand then a spooky drop-in move.  DAMN SON,
California,Bishop,Volcanic Tablelands,Happies,Tom Peter's Slab,,Liberation Management,boulder,1,,,,,1,1,,Tough for its grade due to poor holds.,
California,Bishop,Volcanic Tablelands,Happies,Tom Peter's Slab,,The Pursuit of Wow,boulder,0,,,,,1,1,,Tough for its grade due to poor holds.,
California,Bishop,Volcanic Tablelands,Happies,Tom Peter's Slab,,Topsy-Turvy Times,boulder,0,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Totty Boulder,,Totty Traverse,boulder,1,,,,,3,0,,Harder than expected but such a good warmup!  Full 360!,
California,Bishop,Volcanic Tablelands,Happies,Toxic Avenger Area,,Toxic Avenger,boulder,9,,,,,3,0,,FINALLY!  Cool tensiony moves lead into that damn dyno!,
California,Bishop,Volcanic Tablelands,Happies,Toxic Avenger Area,,Mr. Happy,boulder,5,,,,,3,0,,Painful.  Topout was harder than expected.,
California,Bishop,Volcanic Tablelands,Happies,Toxic Avenger Area,,Mr. Happy Extended,boulder,,,,,,0,,,,
California,Bishop,Volcanic Tablelands,Happies,Toxic Avenger Area,,Hit The High Hard One,boulder,3,,,,,2,0,,Cool movement but definitely harder (even just the single move to the lip).  Start one move before moving to the lip.,
California,Bishop,Volcanic Tablelands,Happies,Toxic Avenger Area,,Biohazard,boulder,8,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Happies,Toxic Avenger Area,,Bubba: The Legend,boulder,10,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Happies,Water Saps Cave,,Pokeriotous,boulder,0,,,,,3,1,,Cool pockety climbing.  Tall,
California,Bishop,Volcanic Tablelands,Happies,Water Saps Cave,,Done With the South,boulder,5,,,,,3,1,,Fantastic pulls on juggy pockets to a high overhung mantle,
California,Bishop,Volcanic Tablelands,Happies,Water Saps Cave,,Water Saps,boulder,8,,,,,0,1,,Couple of heinous fingery moves,
California,Bishop,Volcanic Tablelands,Happies,Water Saps Cave,,Unnamed,boulder,3,,,,,3,1?,,Inversion made this relatively easy.  Fun adventure problem,
California,Bishop,Volcanic Tablelands,Happies,Window Boulder,,Hole in My Heart,boulder,1,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,Window Boulder,,Mother Earth,boulder,0,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Happies,WORK Wall,,WORK is a Four Letter Word,boulder,6,,,,,2,0,,"Old school classic, should honestly be retained as one.  Cool climb",
California,Bishop,Volcanic Tablelands,Happies,Wow Is Me Boulder,,Wow Is Me,boulder,0,,,,,3,0,,Lots of possible ways to go but cool juggy holds,
California,Bishop,Volcanic Tablelands,Happies,Xav's Boulder,,Xav's Problem,boulder,B,,,,,1,-3,,,
California,Bishop,Volcanic Tablelands,Happies,Zero Boulders,,Zero,boulder,0,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Happies,Zero Boulders,,Zero Roof,boulder,0,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Sacreds,Big Block West Rim,,"""Tall Crack""",boulder,1,,,,,0,1,,The obvious tall finger(?) crack.,
California,Bishop,Volcanic Tablelands,Sacreds,Central Slab Boulder,,"""New Heavenly Path""",boulder,2,,,,,3,0,,"On the North side of the large slab boulder in the central canyon is a series of large vertical huecos leading to a ramp.  Climb the huecos with easy then make a somewhat tricky mantle onto the ramp.  Super fun, reminds me of Heavenly Path",
California,Bishop,Volcanic Tablelands,Sacreds,March Boulder,,The March of the Pigs,boulder,11,,,,,0,0,,,
California,Bishop,Volcanic Tablelands,Sacreds,Mini Arete Boulder East Rim,,"""Mini Heuco Arete""",boulder,9,,,,,0,0,,At the base of the East Rim climb the short but burly mini arete.,
California,Bishop,Volcanic Tablelands,Sacreds,Rad Overhang #1,,"""Rad Overhang #1""",boulder,8,,,,,0,0,,The amazing rightward traverse line near the center of the canyon.,
California,Bishop,Volcanic Tablelands,Sacreds,Rad Overhang #2,,"""Rad Overhang #2""",boulder,6,,,,,0,0,,The awesome jug/hueco filled roof towards the back of the canyon.  Climb from a stand at jugs.,
California,Bishop,Volcanic Tablelands,Sacreds,Rad Overhang #3,,"""Rad Overhang #2 Sit""",boulder,8,,,,,0,0,,The awesome jug/hueco filled roof towards the back of the canyon.  Climb from deep back in the roof.,
California,Bishop,Volcanic Tablelands,Sacreds,The Wave,,"""The Wave""",boulder,9,,,,,0,1,,The huge overhanging wave boulder near the center of the canyon. ,
California,Bishop,Volcanic Tablelands,Sads,Big Slab Boulder,,Big Slab,boulder,0,,,,,3,2,,,
California,Bishop,Volcanic Tablelands,Sads,Bird Cage Boulder,,The Fang,boulder,4,,,,,4,0,,,
California,Bishop,Volcanic Tablelands,Sads,Brown Slab Boulder,,Unnamed,boulder,0,,,,,2,1,,,
California,Bishop,Volcanic Tablelands,Sads,Brown Slab Boulder,,Brown Slab,boulder,B,,,,,3,1,,,
California,Bishop,Volcanic Tablelands,Sads,Central Joyless Boulder,,Spacehopper,boulder,0,,,,,2,0,,Tiny kinda sharp holds,
California,Bishop,Volcanic Tablelands,Sads,Central Joyless Boulder,,Bouncing Babies,boulder,0,,,,,1,0,,Very painful holds and not great movement,
California,Bishop,Volcanic Tablelands,Sads,Central Joyless Boulder,,Sleeping Gas,boulder,2,,,,,2,0,,May have climbed left of it.  Good,
California,Bishop,Volcanic Tablelands,Sads,China Doll Boulder,,China Doll,boulder,0,,,,,3,0,,Rock is totally solid :P,
California,Bishop,Volcanic Tablelands,Sads,China Doll Boulder,,Mothers,boulder,0,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Sads,China Doll Boulder,,Girl Call,boulder,0,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Sads,Crack Boulder,,The Crack Problem,boulder,4,,,,,2,0,,"Painful, but follows a cool path; not worth repeating",
California,Bishop,Volcanic Tablelands,Sads,Death Star Cave,,Anti-Hero,boulder,5,,,,,3,0,,Cool features but non stellar climbing due to the dab potential,
California,Bishop,Volcanic Tablelands,Sads,Emma's Boulder,,Emma,boulder,2,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Sads,Emma's Boulder,,Unnamed,boulder,1,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Sads,Hauck-a-Loogie,,Low Angle Arete,boulder,B,,,,,2,0,,Sads warmup,
California,Bishop,Volcanic Tablelands,Sads,Hauck-a-Loogie,,Hauck-a-Loogie,boulder,2,,,,,2,0,,Sads warmup,
California,Bishop,Volcanic Tablelands,Sads,Hauck-a-Loogie,,Hauck-a-Loogie Variation,boulder,3,,,,,2,0,,Sads warmup,
California,Bishop,Volcanic Tablelands,Sads,Hauck-a-Loogie,,Hauck-a-Loogie Sit-Start,boulder,5,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Sads,Hauck-a-Loogie,,Sir Isaac Hayes,boulder,1,,,,,2,0,,Sads warmup,
California,Bishop,Volcanic Tablelands,Sads,Hot Pants Boulder,,Hot Pants,boulder,5,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Sads,Hot Pants Boulder,,Up for the Down Stoke,boulder,4,,,,,0,0,,,
California,Bishop,Volcanic Tablelands,Sads,Hot Pants Boulder,,Unnamed,boulder,1,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Sads,Ice Cave Entrance,,Loaded,boulder,1,,,,,4,0,,,
California,Bishop,Volcanic Tablelands,Sads,Ice Cave Entrance,,Erotic Terrorist,boulder,6,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Sads,Ice Cave Entrance,,Shizaam,boulder,5,,,,,2,1,,Short route moves-wise; sloper trickery leads to a juggy topout above the caves,
California,Bishop,Volcanic Tablelands,Sads,Ice Cave Entrance,,Fueled By Hate,boulder,5,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Sads,Ice Cave Entrance,,Water Hazard Right Start,boulder,8,,,,,3,0,,There is some confusion as to where this problem actually starts.  Neat tensiony climbing.,
California,Bishop,Volcanic Tablelands,Sads,Just The Tip Boulder,,Rim Job (also Everything),boulder,1,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Sads,"Kindergarten Area, Rim Job Boulder",,"Whiskey, Beer, and Spliff Hits for Breakfast",boulder,4,,,,,0,0,,,
California,Bishop,Volcanic Tablelands,Sads,Kindergarten Area/ Slunk Boulder,,White Men Can't Jump,boulder,Ouch!,,,,,0,0,,,
California,Bishop,Volcanic Tablelands,Sads,Kindergarten Area/ Tim's Highball,,Professional Widow,boulder,4,,,,,0,1,,,
California,Bishop,Volcanic Tablelands,Sads,Lawnmower Man Boulder,,Lawnmower Man,boulder,7,,,,,0,0,,,
California,Bishop,Volcanic Tablelands,Sads,Los Locos Cave,,Los Locos,boulder,7,,,,,0,1,,,
California,Bishop,Volcanic Tablelands,Sads,Mackey Boulder,,Unnamed,boulder,1,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Sads,Mackey Boulder,,Layback Crack,boulder,0,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Sads,Misery Cave,,French Press,boulder,6,,,,,0,0,,,
California,Bishop,Volcanic Tablelands,Sads,Misery Cave North Entrance,,Any Which Way But Loose,boulder,0,,,,,2,0,,"Cool warmup on a ""suspended"" bloc but kind of an awkward climb.",
California,Bishop,Volcanic Tablelands,Sads,Molly Boulder,,Molly Dyno,boulder,5,,,,,2,0,,Dynamic movement used to skip a classic route.  Fun!,
California,Bishop,Volcanic Tablelands,Sads,Molly Boulder,,Molly,boulder,5,,,,,3,0,,Sweet pocket route; takes a bit of work to figure it out,
California,Bishop,Volcanic Tablelands,Sads,Molly Boulder,,The Great Dominions,boulder,1,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Sads,Molly Boulder,,Head Heritage,boulder,3,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Sads,Molly Boulder,,World Shut Your Mouth,boulder,2,,,,,2,0,,Meh warmup.  Couple of sharp holds,
California,Bishop,Volcanic Tablelands,Sads,Mothership Boulders,,Mothership Connected,boulder,6,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Sads,Mothership Boulders,,Mothership Connection,boulder,4,,,,,4,1,,Awesome route with really cool beta; sorta sketchy and near back-dab topout to above the caves,
California,Bishop,Volcanic Tablelands,Sads,Mothership Boulders,,The Mothership Has Left,boulder,7,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Sads,Mothership Boulders,,The Mothership Has Left Sit,boulder,8,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Sads,Norweigan Blue Boulder,,Blue,boulder,2,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Sads,Norweigan Blue Boulder,,Norwegian,boulder,4,,,,,2,0,,A nice extension of Blue but not the most enjoyable.  Poor/lacking feet and a suspect pocket cluster.,
California,Bishop,Volcanic Tablelands,Sads,Pow Pow Cave,,Pow Pow,boulder,7,,,,,4,0,,,
California,Bishop,Volcanic Tablelands,Sads,Prozac Nation Bluffs,,Prozac Nation,boulder,2,,,,,0,0,,,
California,Bishop,Volcanic Tablelands,Sads,Rio's Crack Wall,,Rio's Crack,boulder,6,,,,,3,0,,Awesome feature but damn hard.,
California,Bishop,Volcanic Tablelands,Sads,Sad Parrot Boulder,,Sad Parrot,boulder,3,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Sads,Sad Parrot Boulder,,Bob Parrot (Of Maine),boulder,2,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Sads,Sad Parrot Boulder,,Bad Parrot,boulder,0,,,,,3,0,,Good warmup,
California,Bishop,Volcanic Tablelands,Sads,Sad Parrot Boulder,,Rad Parrot,boulder,7,,,,,2,0,,Crimpy!  Alright movement but there's better things around at the grade.,
California,Bishop,Volcanic Tablelands,Sads,Short Arete Boulders,,The Short Arete,boulder,3,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Sads,Short Arete Boulders,,The Overhanging Nose,boulder,0,,,,,3,0,,,
California,Bishop,Volcanic Tablelands,Sads,Shorty Boulder,,Parliament,boulder,0,,,,,3,0,,Fun and short warmup,
California,Bishop,Volcanic Tablelands,Sads,Shorty Boulder,,Funkadella Bdelia,boulder,0,,,,,3,0,,Fun and short warmup,
California,Bishop,Volcanic Tablelands,Sads,SIN Boulder,,Strength in Numbers,boulder,5,,,,,4,0,,,
California,Bishop,Volcanic Tablelands,Sads,SIN Boulder,,SIN Extension,boulder,6,,,,,3,0,,A neat extension for SIN. Tiring.,
California,Bishop,Volcanic Tablelands,Sads,SIN Boulder,,Let The Happiness In,boulder,4,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Sads,SIN Boulder,,Chemical Romance,boulder,2,,,,,2,0,,,
California,Bishop,Volcanic Tablelands,Sads,SIN Boulder,,Community Spirit,boulder,1,,,,,3,1,,,
California,Bishop,Volcanic Tablelands,Sads,SIN Boulder,,Unnamed,boulder,6,,,,,3,1,,Not in book.  Link SIN start into Chemical Romance by traversing underneath by use of toe and heel hooks,
California,Bishop,Volcanic Tablelands,Sads,Snapper Boulders,,The Snapper,boulder,5,,,,,0,1,,,
California,Bishop,Volcanic Tablelands,Sads,Snapper Boulders,,Fire Pit,boulder,2,,,,,0,1,,,
California,Bishop,Volcanic Tablelands,Sads,The Chimney,,Flush,boulder,B,,,,,3,0,,Fun short chimney climb; good warmup,
California,Bishop,Volcanic Tablelands,Sads,The Ice Cave,,Beefcake,boulder,10,,,,,0,0,,,
California,Bishop,Volcanic Tablelands,Sads,Water Colors Alcove,,Hands Free Slab,boulder,0,,,,,2,0,,Not that special.  Did it in flip flops,
California,Bishop,Volcanic Tablelands,Sads Upper,Stage Fright Boulder,,"""Stage Fright""",boulder,4,,,,,3,0,,Start next to bushes on the rightside of the featured face on an obvious jug.  Traverse underclings left up to a fang and head up from there.  A cool climb with great spectating options from the campsite below.,
California,Bishop,Volcanic Tablelands,Sads Upper,Stupid Baby Boulder,,"""direct warmup""",boulder,0,,,,,3,0,,Begin at the large boss on the left side of the face and climb straight up.  A good warmup.,
California,Bishop,Volcanic Tablelands,Sads Upper,Stupid Baby Boulder,,"""warmup traverse""",boulder,0,,,,,3,0,,Begin as for the previous line and traverse rightward until the arete.  A good warmup.,
California,Bishop,Volcanic Tablelands,Sads Upper,Stupid Baby Boulder,,"""Stupid Baby""",boulder,1,,,,,2,0,,An awkward/tricky start will spit you out onto jugs.  ,
California,Bishop,Volcanic Tablelands,Sads Upper,The Senator Boulder,,"""The Senator""",boulder,10,,,,,0,0,,"Continue up trail from Stage Fright to the wall above.  The Senator climbs the shallow overhanging scoop via pockets, stemming, and unknown trickery.",
California,Bishop,Volcanic Tablelands,Sads Upper,The Senator Boulder,,"""Political Rivalry""",boulder,?,,,,,0,0,,Traverse pockets low on the wall,
California,Lake Tahoe,Bliss State Park,Middle Bliss Boulders,Ladder Boulder,,Left Side Dyno,boulder,4,,,,,3,0,,,
California,Lake Tahoe,Bliss State Park,Middle Bliss Boulders,Ladder Boulder,,Regular Route,boulder,2,,,,,3,0,,,
California,Lake Tahoe,Bliss State Park,South Bliss Boulders,South Bliss Boulders,,Rusty Nails,boulder,2,,,,,4,0,,"Very sharp crimps, but a beautifully situated line overlooking Tahoe and Emerald Bay",
California,Lake Tahoe,Christmas Valley,Beavers,Angry Beavers,,Beaver Cleaver,boulder,4,,,,,3,0,,,
California,Lake Tahoe,Christmas Valley,Beavers,Angry Beavers,,Angry Beaver,boulder,7,,,,,2,0,,,
California,Lake Tahoe,Christmas Valley,Beavers,Angry Beavers,,West Nile Sit,boulder,10,,,,,0,0,,,
California,Lake Tahoe,Christmas Valley,Beavers,Angry Beavers,,Unnamed,boulder,0,,,,,1,0,,,
California,Lake Tahoe,Christmas Valley,Beavers,Angry Beavers,,Unnamed,boulder,2,,,,,2,0,,,
California,Lake Tahoe,Christmas Valley,Beavers,Angry Beavers,,Wild Pack of Family Dogs,boulder,6,,,,,3,0,,,
California,Lake Tahoe,Christmas Valley,Beavers,Angry Beavers,,Cujo,boulder,6,,,,,0,0,,,
California,Lake Tahoe,Christmas Valley,Beavers,One Eye Willie,,Life of Spice,boulder,5,,,,,2,0,,,
California,Lake Tahoe,Christmas Valley,Beavers,One Eye Willie,,Willie Nillie,boulder,5,,,,,2,0,,,
California,Lake Tahoe,Christmas Valley,Beavers,One Eye Willie,,Moss Ride,boulder,B,,,,,2,0,,,
California,Lake Tahoe,Christmas Valley,Beavers,One Eye Willie,,One Eye Willie,boulder,7,,,,,0,0,,,
California,Lake Tahoe,Christmas Valley,Mountain Beavers,Missing Rung Boulder,,Missing Rung Traverse,boulder,2,,,,,3,0,,,
California,Lake Tahoe,Christmas Valley,Mountain Beavers,Missing Rung Boulder,,Whip It,boulder,5,,,,,3,0,,,
California,Lake Tahoe,Christmas Valley,Mountain Beavers,Screen Door Boulder,,The Screen Door,boulder,5,,,,,3,1,,,
California,Lake Tahoe,Christmas Valley,Mountain Beavers,The Pushover,,Mountain Man Breakfast,boulder,5,,,,,3,0,,,
California,Lake Tahoe,I-50 Corridor,Consumnes River Gorge,Lower Modok Boulder,,Pit Middle Exit,boulder,7,,,,,3,0,,"Scary starting pit, exit between the aretes",
California,Lake Tahoe,I-50 Corridor,Consumnes River Gorge,Lower Modok Boulder,,Pit Left Exit,boulder,7,,,,,3,0,,"Scary starting pit, exit left the aretes",
California,Lake Tahoe,I-50 Corridor,Consumnes River Gorge,Mini Yayoli,,Standing in the Shadow,boulder,6,,,,,4,0,,"Starting head height on the ramp, move up slightly then to the arete, then dyno to the lip",
California,Lake Tahoe,I-50 Corridor,Consumnes River Gorge,Modok Boulder,,Unnamed Corner Stand,boulder,8,,,,,3,0,,Stand start at the large ledge moving to the arete then up with a kneebar,
California,Lake Tahoe,I-50 Corridor,Consumnes River Gorge,Modok Boulder,,Unnamed Riverside,boulder,1,,,,,4,1,,Climb through the slopey ledges on the riverside,
California,Lake Tahoe,I-50 Corridor,Consumnes River Gorge,The Toilet Bowl,,Toilet Bowl Left,boulder,4,,,,,4,0,,The awesome toilet bowl feature along the river,
California,Lake Tahoe,I-50 Corridor,Horsetail Falls,Gemini Slabs,,Burnt Out,boulder,3,,,,,3,1,,"Climb the right side of the face on crimps, moving to the arete just before mantling over",
California,Lake Tahoe,I-50 Corridor,Horsetail Falls,Gemini Slabs,,Layered,boulder,1,,,,,2,0,,Climb the vertical 'layered' features just left of the tree.,
California,Lake Tahoe,I-50 Corridor,Horsetail Falls,Gemini Slabs,,Gemini Slab,boulder,1,,,,,3,1,,Climb the low angle slab beginning from the right.,
California,Lake Tahoe,I-50 Corridor,Horsetail Falls,Gemini Slabs,,Gemini Slab Left Start,boulder,2,,,,,3,1,,Climb the low angle slab beginning from the right.,
California,Lake Tahoe,I-50 Corridor,Horsetail Falls,In-Between Boulder,,The Knobs,boulder,3,,,,,3,0,,Beginning on opposing rails underneath the corner climb up and over using the obvious knobs.,
California,Lake Tahoe,I-50 Corridor,Horsetail Falls,Troubled Water Boulder,,Troubled Water Traverse,boulder,6,,,,,4,0,,FA,
California,Lake Tahoe,I-50 Corridor,Horsetail Falls,Troubled Water Boulder,,Situational Awareness,boulder,4,,,,,2,0,,Stand start the exit to TWT,
California,Lake Tahoe,I-50 Corridor,Horsetail Falls,Troubled Water Boulder,,Arch Nemesis,boulder,2,,,,,3,0,,"Climb the arch feature direct, pausing on the ledge above",
California,Lake Tahoe,I-50 Corridor,Horsetail Falls,Troubled Water Boulder,,South Face,boulder,2,,,,,2,0,,"Starting on the thin seam between Arch Nemesis and Slight Left Bend, climb direct",
California,Lake Tahoe,I-50 Corridor,Horsetail Falls,Troubled Water Boulder,,Slight Left Bend,boulder,0,,,,,3,0,,Follow the crack as is bends slightly left to the ramp,
California,Lake Tahoe,I-50 Corridor,Horsetail Falls,Troubled Water Boulder,,Straightened Out,boulder,0,,,,,3,0,,Start as for SLB but climb direct on blocky features,
